conditionA,conditionB,conditionLabel,model,age,sex,risk
HEART,CKD,(AB)  HEART-CKD,deathrisk,57,female,0.037154
HEART,CKD,(AB)  HEART-CKD,deathrisk,58,female,0.040847
HEART,CKD,(AB)  HEART-CKD,deathrisk,59,female,0.045515
HEART,CKD,(AB)  HEART-CKD,deathrisk,60,female,0.05034
HEART,CKD,(AB)  HEART-CKD,deathrisk,61,female,0.055253
HEART,CKD,(AB)  HEART-CKD,deathrisk,62,female,0.06234
HEART,CKD,(AB)  HEART-CKD,deathrisk,63,female,0.067879
HEART,CKD,(AB)  HEART-CKD,deathrisk,64,female,0.075968
HEART,CKD,(AB)  HEART-CKD,deathrisk,65,female,0.082542
HEART,CKD,(AB)  HEART-CKD,deathrisk,66,female,0.088208
HEART,CKD,(AB)  HEART-CKD,deathrisk,67,female,0.092947
HEART,CKD,(AB)  HEART-CKD,deathrisk,68,female,0.098987
HEART,CKD,(AB)  HEART-CKD,deathrisk,69,female,0.1014
HEART,CKD,(AB)  HEART-CKD,deathrisk,70,female,0.10458
HEART,CKD,(AB)  HEART-CKD,deathrisk,71,female,0.10946
HEART,CKD,(AB)  HEART-CKD,deathrisk,72,female,0.1128
HEART,CKD,(AB)  HEART-CKD,deathrisk,73,female,0.116
HEART,CKD,(AB)  HEART-CKD,deathrisk,74,female,0.12269
HEART,CKD,(AB)  HEART-CKD,deathrisk,75,female,0.12973
HEART,CKD,(AB)  HEART-CKD,deathrisk,76,female,0.13738
HEART,CKD,(AB)  HEART-CKD,deathrisk,77,female,0.14502
HEART,CKD,(AB)  HEART-CKD,deathrisk,78,female,0.15837
HEART,CKD,(AB)  HEART-CKD,deathrisk,79,female,0.16802
HEART,CKD,(AB)  HEART-CKD,deathrisk,80,female,0.18283
HEART,CKD,(AB)  HEART-CKD,deathrisk,81,female,0.19703
HEART,CKD,(AB)  HEART-CKD,deathrisk,82,female,0.21534
HEART,CKD,(AB)  HEART-CKD,deathrisk,83,female,0.22656
HEART,CKD,(AB)  HEART-CKD,deathrisk,84,female,0.24211
HEART,CKD,(AB)  HEART-CKD,deathrisk,85,female,0.24939
HEART,CKD,(AB)  HEART-CKD,deathrisk,86,female,0.25563
HEART,CKD,(AB)  HEART-CKD,deathrisk,87,female,0.25766
HEART,CKD,(AB)  HEART-CKD,deathrisk,88,female,0.26142
HEART,HYP,(AC)  HEART-HYP,deathrisk,15,female,0.00023737
HEART,HYP,(AC)  HEART-HYP,deathrisk,16,female,0.00024014
HEART,HYP,(AC)  HEART-HYP,deathrisk,17,female,0.00024662
HEART,HYP,(AC)  HEART-HYP,deathrisk,18,female,0.0002809
HEART,HYP,(AC)  HEART-HYP,deathrisk,19,female,0.00034209
HEART,HYP,(AC)  HEART-HYP,deathrisk,20,female,0.00042935
HEART,HYP,(AC)  HEART-HYP,deathrisk,21,female,0.00054409
HEART,HYP,(AC)  HEART-HYP,deathrisk,22,female,0.00067941
HEART,HYP,(AC)  HEART-HYP,deathrisk,23,female,0.00079118
HEART,HYP,(AC)  HEART-HYP,deathrisk,24,female,0.0008772
HEART,HYP,(AC)  HEART-HYP,deathrisk,25,female,0.00096537
HEART,HYP,(AC)  HEART-HYP,deathrisk,26,female,0.001052
HEART,HYP,(AC)  HEART-HYP,deathrisk,27,female,0.0011418
HEART,HYP,(AC)  HEART-HYP,deathrisk,28,female,0.0012633
HEART,HYP,(AC)  HEART-HYP,deathrisk,29,female,0.0014217
HEART,HYP,(AC)  HEART-HYP,deathrisk,30,female,0.0015975
HEART,HYP,(AC)  HEART-HYP,deathrisk,31,female,0.0017964
HEART,HYP,(AC)  HEART-HYP,deathrisk,32,female,0.0020412
HEART,HYP,(AC)  HEART-HYP,deathrisk,33,female,0.0023192
HEART,HYP,(AC)  HEART-HYP,deathrisk,34,female,0.0026226
HEART,HYP,(AC)  HEART-HYP,deathrisk,35,female,0.0028905
HEART,HYP,(AC)  HEART-HYP,deathrisk,36,female,0.0031154
HEART,HYP,(AC)  HEART-HYP,deathrisk,37,female,0.003271
HEART,HYP,(AC)  HEART-HYP,deathrisk,38,female,0.0033323
HEART,HYP,(AC)  HEART-HYP,deathrisk,39,female,0.0033033
HEART,HYP,(AC)  HEART-HYP,deathrisk,40,female,0.0033416
HEART,HYP,(AC)  HEART-HYP,deathrisk,41,female,0.0034618
HEART,HYP,(AC)  HEART-HYP,deathrisk,42,female,0.0036625
HEART,HYP,(AC)  HEART-HYP,deathrisk,43,female,0.0040362
HEART,HYP,(AC)  HEART-HYP,deathrisk,44,female,0.004583
HEART,HYP,(AC)  HEART-HYP,deathrisk,45,female,0.0051295
HEART,HYP,(AC)  HEART-HYP,deathrisk,46,female,0.005657
HEART,HYP,(AC)  HEART-HYP,deathrisk,47,female,0.0061618
HEART,HYP,(AC)  HEART-HYP,deathrisk,48,female,0.0066368
HEART,HYP,(AC)  HEART-HYP,deathrisk,49,female,0.0071187
HEART,HYP,(AC)  HEART-HYP,deathrisk,50,female,0.0076728
HEART,HYP,(AC)  HEART-HYP,deathrisk,51,female,0.0083323
HEART,HYP,(AC)  HEART-HYP,deathrisk,52,female,0.0091358
HEART,HYP,(AC)  HEART-HYP,deathrisk,53,female,0.01004
HEART,HYP,(AC)  HEART-HYP,deathrisk,54,female,0.010986
HEART,HYP,(AC)  HEART-HYP,deathrisk,55,female,0.011983
HEART,HYP,(AC)  HEART-HYP,deathrisk,56,female,0.013177
HEART,HYP,(AC)  HEART-HYP,deathrisk,57,female,0.014631
HEART,HYP,(AC)  HEART-HYP,deathrisk,58,female,0.01636
HEART,HYP,(AC)  HEART-HYP,deathrisk,59,female,0.018397
HEART,HYP,(AC)  HEART-HYP,deathrisk,60,female,0.020815
HEART,HYP,(AC)  HEART-HYP,deathrisk,61,female,0.023246
HEART,HYP,(AC)  HEART-HYP,deathrisk,62,female,0.026019
HEART,HYP,(AC)  HEART-HYP,deathrisk,63,female,0.029046
HEART,HYP,(AC)  HEART-HYP,deathrisk,64,female,0.032229
HEART,HYP,(AC)  HEART-HYP,deathrisk,65,female,0.035737
HEART,HYP,(AC)  HEART-HYP,deathrisk,66,female,0.040083
HEART,HYP,(AC)  HEART-HYP,deathrisk,67,female,0.044377
HEART,HYP,(AC)  HEART-HYP,deathrisk,68,female,0.048708
HEART,HYP,(AC)  HEART-HYP,deathrisk,69,female,0.053434
HEART,HYP,(AC)  HEART-HYP,deathrisk,70,female,0.05795
HEART,HYP,(AC)  HEART-HYP,deathrisk,71,female,0.061939
HEART,HYP,(AC)  HEART-HYP,deathrisk,72,female,0.066326
HEART,HYP,(AC)  HEART-HYP,deathrisk,73,female,0.071315
HEART,HYP,(AC)  HEART-HYP,deathrisk,74,female,0.076669
HEART,HYP,(AC)  HEART-HYP,deathrisk,75,female,0.082742
HEART,HYP,(AC)  HEART-HYP,deathrisk,76,female,0.090237
HEART,HYP,(AC)  HEART-HYP,deathrisk,77,female,0.098139
HEART,HYP,(AC)  HEART-HYP,deathrisk,78,female,0.10684
HEART,HYP,(AC)  HEART-HYP,deathrisk,79,female,0.11622
HEART,HYP,(AC)  HEART-HYP,deathrisk,80,female,0.12697
HEART,HYP,(AC)  HEART-HYP,deathrisk,81,female,0.13735
HEART,HYP,(AC)  HEART-HYP,deathrisk,82,female,0.14859
HEART,HYP,(AC)  HEART-HYP,deathrisk,83,female,0.15882
HEART,HYP,(AC)  HEART-HYP,deathrisk,84,female,0.16795
HEART,HYP,(AC)  HEART-HYP,deathrisk,85,female,0.17462
HEART,HYP,(AC)  HEART-HYP,deathrisk,86,female,0.18013
HEART,HYP,(AC)  HEART-HYP,deathrisk,87,female,0.18237
HEART,HYP,(AC)  HEART-HYP,deathrisk,88,female,0.18414
HEART,DM2,(AD)  HEART-DM2,deathrisk,15,female,0.00028881
HEART,DM2,(AD)  HEART-DM2,deathrisk,16,female,0.00029219
HEART,DM2,(AD)  HEART-DM2,deathrisk,17,female,0.00030007
HEART,DM2,(AD)  HEART-DM2,deathrisk,18,female,0.00034402
HEART,DM2,(AD)  HEART-DM2,deathrisk,19,female,0.00042304
HEART,DM2,(AD)  HEART-DM2,deathrisk,20,female,0.00053609
HEART,DM2,(AD)  HEART-DM2,deathrisk,21,female,0.00068766
HEART,DM2,(AD)  HEART-DM2,deathrisk,22,female,0.00086936
HEART,DM2,(AD)  HEART-DM2,deathrisk,23,female,0.001023
HEART,DM2,(AD)  HEART-DM2,deathrisk,24,female,0.0011457
HEART,DM2,(AD)  HEART-DM2,deathrisk,25,female,0.0012785
HEART,DM2,(AD)  HEART-DM2,deathrisk,26,female,0.0014113
HEART,DM2,(AD)  HEART-DM2,deathrisk,27,female,0.0015499
HEART,DM2,(AD)  HEART-DM2,deathrisk,28,female,0.00173
HEART,DM2,(AD)  HEART-DM2,deathrisk,29,female,0.0019638
HEART,DM2,(AD)  HEART-DM2,deathrisk,30,female,0.0022214
HEART,DM2,(AD)  HEART-DM2,deathrisk,31,female,0.0025131
HEART,DM2,(AD)  HEART-DM2,deathrisk,32,female,0.0028823
HEART,DM2,(AD)  HEART-DM2,deathrisk,33,female,0.0033167
HEART,DM2,(AD)  HEART-DM2,deathrisk,34,female,0.0037947
HEART,DM2,(AD)  HEART-DM2,deathrisk,35,female,0.0042724
HEART,DM2,(AD)  HEART-DM2,deathrisk,36,female,0.0047391
HEART,DM2,(AD)  HEART-DM2,deathrisk,37,female,0.0051587
HEART,DM2,(AD)  HEART-DM2,deathrisk,38,female,0.0054947
HEART,DM2,(AD)  HEART-DM2,deathrisk,39,female,0.0057579
HEART,DM2,(AD)  HEART-DM2,deathrisk,40,female,0.0061432
HEART,DM2,(AD)  HEART-DM2,deathrisk,41,female,0.0066781
HEART,DM2,(AD)  HEART-DM2,deathrisk,42,female,0.0073135
HEART,DM2,(AD)  HEART-DM2,deathrisk,43,female,0.0082164
HEART,DM2,(AD)  HEART-DM2,deathrisk,44,female,0.0093869
HEART,DM2,(AD)  HEART-DM2,deathrisk,45,female,0.010526
HEART,DM2,(AD)  HEART-DM2,deathrisk,46,female,0.011595
HEART,DM2,(AD)  HEART-DM2,deathrisk,47,female,0.012619
HEART,DM2,(AD)  HEART-DM2,deathrisk,48,female,0.013548
HEART,DM2,(AD)  HEART-DM2,deathrisk,49,female,0.014452
HEART,DM2,(AD)  HEART-DM2,deathrisk,50,female,0.015436
HEART,DM2,(AD)  HEART-DM2,deathrisk,51,female,0.016561
HEART,DM2,(AD)  HEART-DM2,deathrisk,52,female,0.017797
HEART,DM2,(AD)  HEART-DM2,deathrisk,53,female,0.019038
HEART,DM2,(AD)  HEART-DM2,deathrisk,54,female,0.020165
HEART,DM2,(AD)  HEART-DM2,deathrisk,55,female,0.021198
HEART,DM2,(AD)  HEART-DM2,deathrisk,56,female,0.022245
HEART,DM2,(AD)  HEART-DM2,deathrisk,57,female,0.023571
HEART,DM2,(AD)  HEART-DM2,deathrisk,58,female,0.025266
HEART,DM2,(AD)  HEART-DM2,deathrisk,59,female,0.027389
HEART,DM2,(AD)  HEART-DM2,deathrisk,60,female,0.030054
HEART,DM2,(AD)  HEART-DM2,deathrisk,61,female,0.032857
HEART,DM2,(AD)  HEART-DM2,deathrisk,62,female,0.036121
HEART,DM2,(AD)  HEART-DM2,deathrisk,63,female,0.039693
HEART,DM2,(AD)  HEART-DM2,deathrisk,64,female,0.043416
HEART,DM2,(AD)  HEART-DM2,deathrisk,65,female,0.047546
HEART,DM2,(AD)  HEART-DM2,deathrisk,66,female,0.052706
HEART,DM2,(AD)  HEART-DM2,deathrisk,67,female,0.057749
HEART,DM2,(AD)  HEART-DM2,deathrisk,68,female,0.062794
HEART,DM2,(AD)  HEART-DM2,deathrisk,69,female,0.068359
HEART,DM2,(AD)  HEART-DM2,deathrisk,70,female,0.073637
HEART,DM2,(AD)  HEART-DM2,deathrisk,71,female,0.078197
HEART,DM2,(AD)  HEART-DM2,deathrisk,72,female,0.083088
HEART,DM2,(AD)  HEART-DM2,deathrisk,73,female,0.08853
HEART,DM2,(AD)  HEART-DM2,deathrisk,74,female,0.094048
HEART,DM2,(AD)  HEART-DM2,deathrisk,75,female,0.10009
HEART,DM2,(AD)  HEART-DM2,deathrisk,76,female,0.10757
HEART,DM2,(AD)  HEART-DM2,deathrisk,77,female,0.11551
HEART,DM2,(AD)  HEART-DM2,deathrisk,78,female,0.12416
HEART,DM2,(AD)  HEART-DM2,deathrisk,79,female,0.13367
HEART,DM2,(AD)  HEART-DM2,deathrisk,80,female,0.14471
HEART,DM2,(AD)  HEART-DM2,deathrisk,81,female,0.15467
HEART,DM2,(AD)  HEART-DM2,deathrisk,82,female,0.16407
HEART,DM2,(AD)  HEART-DM2,deathrisk,83,female,0.17119
HEART,DM2,(AD)  HEART-DM2,deathrisk,84,female,0.17673
HEART,DM2,(AD)  HEART-DM2,deathrisk,85,female,0.17974
HEART,DM2,(AD)  HEART-DM2,deathrisk,86,female,0.18221
HEART,DM2,(AD)  HEART-DM2,deathrisk,87,female,0.18287
HEART,DM2,(AD)  HEART-DM2,deathrisk,88,female,0.18414
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,15,female,0.00019421
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,16,female,0.00019649
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,17,female,0.00020179
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,18,female,0.00022984
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,19,female,0.00027992
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,20,female,0.00035132
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,21,female,0.00044522
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,22,female,0.00055596
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,23,female,0.00064743
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,24,female,0.00071782
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,25,female,0.00078948
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,26,female,0.00085941
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,27,female,0.00093134
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,28,female,0.0010272
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,29,female,0.0011522
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,30,female,0.001291
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,31,female,0.0014481
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,32,female,0.0016419
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,33,female,0.0018653
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,34,female,0.0021097
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,35,female,0.0023491
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,36,female,0.0025774
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,37,female,0.0027782
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,38,female,0.002933
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,39,female,0.0030461
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,40,female,0.0032215
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,41,female,0.0034737
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,42,female,0.0037851
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,43,female,0.0042421
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,44,female,0.0048445
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,45,female,0.0054335
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,46,female,0.005986
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,47,female,0.0065092
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,48,female,0.006986
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,49,female,0.0074539
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,50,female,0.0079852
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,51,female,0.0086199
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,52,female,0.0093977
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,53,female,0.010251
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,54,female,0.011141
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,55,female,0.012088
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,56,female,0.013234
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,57,female,0.014643
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,58,female,0.01636
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,59,female,0.018397
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,60,female,0.020815
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,61,female,0.023246
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,62,female,0.026019
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,63,female,0.029046
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,64,female,0.032229
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,65,female,0.035737
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,66,female,0.040083
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,67,female,0.044377
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,68,female,0.048708
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,69,female,0.053434
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,70,female,0.05795
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,71,female,0.061939
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,72,female,0.066326
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,73,female,0.071315
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,74,female,0.076669
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,75,female,0.082742
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,76,female,0.090237
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,77,female,0.098139
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,78,female,0.10684
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,79,female,0.11622
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,80,female,0.12697
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,81,female,0.13735
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,82,female,0.14859
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,83,female,0.15882
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,84,female,0.16795
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,85,female,0.17462
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,86,female,0.18013
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,87,female,0.18237
HEART,OBESITY,(AE)  HEART-OBESITY,deathrisk,88,female,0.18414
HEART,HYL,(AF)  HEART-HYL,deathrisk,15,female,0.00036497
HEART,HYL,(AF)  HEART-HYL,deathrisk,16,female,0.00037016
HEART,HYL,(AF)  HEART-HYL,deathrisk,17,female,0.00037767
HEART,HYL,(AF)  HEART-HYL,deathrisk,18,female,0.0003883
HEART,HYL,(AF)  HEART-HYL,deathrisk,19,female,0.00042586
HEART,HYL,(AF)  HEART-HYL,deathrisk,20,female,0.00063269
HEART,HYL,(AF)  HEART-HYL,deathrisk,21,female,0.00084808
HEART,HYL,(AF)  HEART-HYL,deathrisk,22,female,0.0010591
HEART,HYL,(AF)  HEART-HYL,deathrisk,23,female,0.0012844
HEART,HYL,(AF)  HEART-HYL,deathrisk,24,female,0.0014827
HEART,HYL,(AF)  HEART-HYL,deathrisk,25,female,0.0015055
HEART,HYL,(AF)  HEART-HYL,deathrisk,26,female,0.0015197
HEART,HYL,(AF)  HEART-HYL,deathrisk,27,female,0.0017426
HEART,HYL,(AF)  HEART-HYL,deathrisk,28,female,0.0019512
HEART,HYL,(AF)  HEART-HYL,deathrisk,29,female,0.0021683
HEART,HYL,(AF)  HEART-HYL,deathrisk,30,female,0.0024193
HEART,HYL,(AF)  HEART-HYL,deathrisk,31,female,0.0027111
HEART,HYL,(AF)  HEART-HYL,deathrisk,32,female,0.0030651
HEART,HYL,(AF)  HEART-HYL,deathrisk,33,female,0.0034479
HEART,HYL,(AF)  HEART-HYL,deathrisk,34,female,0.0040136
HEART,HYL,(AF)  HEART-HYL,deathrisk,35,female,0.0045455
HEART,HYL,(AF)  HEART-HYL,deathrisk,36,female,0.0050365
HEART,HYL,(AF)  HEART-HYL,deathrisk,37,female,0.0053426
HEART,HYL,(AF)  HEART-HYL,deathrisk,38,female,0.00562
HEART,HYL,(AF)  HEART-HYL,deathrisk,39,female,0.0059222
HEART,HYL,(AF)  HEART-HYL,deathrisk,40,female,0.0060168
HEART,HYL,(AF)  HEART-HYL,deathrisk,41,female,0.0061115
HEART,HYL,(AF)  HEART-HYL,deathrisk,42,female,0.0070069
HEART,HYL,(AF)  HEART-HYL,deathrisk,43,female,0.0080111
HEART,HYL,(AF)  HEART-HYL,deathrisk,44,female,0.0088729
HEART,HYL,(AF)  HEART-HYL,deathrisk,45,female,0.010344
HEART,HYL,(AF)  HEART-HYL,deathrisk,46,female,0.011816
HEART,HYL,(AF)  HEART-HYL,deathrisk,47,female,0.012925
HEART,HYL,(AF)  HEART-HYL,deathrisk,48,female,0.013957
HEART,HYL,(AF)  HEART-HYL,deathrisk,49,female,0.014915
HEART,HYL,(AF)  HEART-HYL,deathrisk,50,female,0.016514
HEART,HYL,(AF)  HEART-HYL,deathrisk,51,female,0.01852
HEART,HYL,(AF)  HEART-HYL,deathrisk,52,female,0.020182
HEART,HYL,(AF)  HEART-HYL,deathrisk,53,female,0.02212
HEART,HYL,(AF)  HEART-HYL,deathrisk,54,female,0.024402
HEART,HYL,(AF)  HEART-HYL,deathrisk,55,female,0.026791
HEART,HYL,(AF)  HEART-HYL,deathrisk,56,female,0.028927
HEART,HYL,(AF)  HEART-HYL,deathrisk,57,female,0.03113
HEART,HYL,(AF)  HEART-HYL,deathrisk,58,female,0.035173
HEART,HYL,(AF)  HEART-HYL,deathrisk,59,female,0.040215
HEART,HYL,(AF)  HEART-HYL,deathrisk,60,female,0.045504
HEART,HYL,(AF)  HEART-HYL,deathrisk,61,female,0.050894
HEART,HYL,(AF)  HEART-HYL,deathrisk,62,female,0.057117
HEART,HYL,(AF)  HEART-HYL,deathrisk,63,female,0.061193
HEART,HYL,(AF)  HEART-HYL,deathrisk,64,female,0.069605
HEART,HYL,(AF)  HEART-HYL,deathrisk,65,female,0.077319
HEART,HYL,(AF)  HEART-HYL,deathrisk,66,female,0.08413
HEART,HYL,(AF)  HEART-HYL,deathrisk,67,female,0.093405
HEART,HYL,(AF)  HEART-HYL,deathrisk,68,female,0.10575
HEART,HYL,(AF)  HEART-HYL,deathrisk,69,female,0.11327
HEART,HYL,(AF)  HEART-HYL,deathrisk,70,female,0.121
HEART,HYL,(AF)  HEART-HYL,deathrisk,71,female,0.13292
HEART,HYL,(AF)  HEART-HYL,deathrisk,72,female,0.1413
HEART,HYL,(AF)  HEART-HYL,deathrisk,73,female,0.14962
HEART,HYL,(AF)  HEART-HYL,deathrisk,74,female,0.16296
HEART,HYL,(AF)  HEART-HYL,deathrisk,75,female,0.17889
HEART,HYL,(AF)  HEART-HYL,deathrisk,76,female,0.19352
HEART,HYL,(AF)  HEART-HYL,deathrisk,77,female,0.20814
HEART,HYL,(AF)  HEART-HYL,deathrisk,78,female,0.22561
HEART,HYL,(AF)  HEART-HYL,deathrisk,79,female,0.2372
HEART,HYL,(AF)  HEART-HYL,deathrisk,80,female,0.2537
HEART,HYL,(AF)  HEART-HYL,deathrisk,81,female,0.26924
HEART,HYL,(AF)  HEART-HYL,deathrisk,82,female,0.29008
HEART,HYL,(AF)  HEART-HYL,deathrisk,83,female,0.30738
HEART,HYL,(AF)  HEART-HYL,deathrisk,84,female,0.32987
HEART,HYL,(AF)  HEART-HYL,deathrisk,85,female,0.34159
HEART,HYL,(AF)  HEART-HYL,deathrisk,86,female,0.35203
HEART,HYL,(AF)  HEART-HYL,deathrisk,87,female,0.35705
HEART,HYL,(AF)  HEART-HYL,deathrisk,88,female,0.36158
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,15,female,0.00018321
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,16,female,0.00018536
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,17,female,0.00019036
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,18,female,0.00021682
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,19,female,0.00026406
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,20,female,0.00033142
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,21,female,0.00042
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,22,female,0.00052448
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,23,female,0.00061077
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,24,female,0.00067718
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,25,female,0.00074478
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,26,female,0.00081076
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,27,female,0.00087862
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,28,female,0.00096906
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,29,female,0.001087
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,30,female,0.0012179
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,31,female,0.0013662
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,32,female,0.001549
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,33,female,0.0017598
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,34,female,0.0019904
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,35,female,0.0022163
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,36,female,0.0024318
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,37,female,0.0026212
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,38,female,0.0027673
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,39,female,0.002874
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,40,female,0.0030396
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,41,female,0.0032776
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,42,female,0.0035715
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,43,female,0.0040028
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,44,female,0.0045714
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,45,female,0.0051292
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,46,female,0.005657
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,47,female,0.0061618
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,48,female,0.0066368
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,49,female,0.0071187
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,50,female,0.0076728
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,51,female,0.0083323
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,52,female,0.0091358
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,53,female,0.01004
HEART,ASTHMA,(AG)  HEART-ASTHMA,deathrisk,54,female,0.010986
